ts,venue,market,description,bid,ask,bid_size,ask_size
2026-06-01T13:40:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4094,0.4382,62,288
2026-06-01T13:40:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.368,0.4121,39,207
2026-06-01T13:40:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2865,0.3123,167,198
2026-06-01T13:40:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4091,0.439,277,83
2026-06-01T13:40:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3729,0.4005,34,34
2026-06-01T13:40:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2852,0.3161,89,236
2026-06-01T13:40:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4073,0.4456,84,71
2026-06-01T13:40:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3711,0.401,257,153
2026-06-01T13:40:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2836,0.3139,215,24
2026-06-01T13:41:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4028,0.4484,238,212
2026-06-01T13:41:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3737,0.4099,213,148
2026-06-01T13:41:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2823,0.3154,132,278
2026-06-01T13:41:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4094,0.4414,198,287
2026-06-01T13:41:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3786,0.4037,115,180
2026-06-01T13:41:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2856,0.3125,24,20
2026-06-01T13:41:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4072,0.44,41,234
2026-06-01T13:41:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3738,0.404,63,120
2026-06-01T13:41:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2842,0.3125,69,254
2026-06-01T13:41:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.407,0.4392,124,52
2026-06-01T13:41:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3607,0.4132,60,213
2026-06-01T13:41:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2854,0.312,182,104
2026-06-01T13:41:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4076,0.4397,99,211
2026-06-01T13:41:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3719,0.4028,68,61
2026-06-01T13:41:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2856,0.3134,193,234
2026-06-01T13:41:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.399,0.4464,282,130
2026-06-01T13:41:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3716,0.4034,151,270
2026-06-01T13:41:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2849,0.3146,113,190
2026-06-01T13:42:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4034,0.4335,252,122
2026-06-01T13:42:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3685,0.4017,75,55
2026-06-01T13:42:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2848,0.3164,165,164
2026-06-01T13:42:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4075,0.4356,290,123
2026-06-01T13:42:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.377,0.4042,74,291
2026-06-01T13:42:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2816,0.3126,280,274
2026-06-01T13:42:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4088,0.4347,73,66
2026-06-01T13:42:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3765,0.4071,115,268
2026-06-01T13:42:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2856,0.3121,192,51
2026-06-01T13:42:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4092,0.4368,193,29
2026-06-01T13:42:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3783,0.4112,193,194
2026-06-01T13:42:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2807,0.3157,207,275
2026-06-01T13:42:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4061,0.4399,45,185
2026-06-01T13:42:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3769,0.4047,25,119
2026-06-01T13:42:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.285,0.3145,153,233
2026-06-01T13:42:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.41,0.4387,66,270
2026-06-01T13:42:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3769,0.409,186,68
2026-06-01T13:42:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2897,0.3189,41,122
2026-06-01T13:43:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4171,0.4441,255,186
2026-06-01T13:43:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3774,0.4057,222,208
2026-06-01T13:43:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2832,0.3194,88,170
2026-06-01T13:43:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4133,0.439,69,83
2026-06-01T13:43:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3745,0.4075,172,263
2026-06-01T13:43:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2833,0.3242,58,132
2026-06-01T13:43:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.416,0.4434,190,290
2026-06-01T13:43:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3775,0.411,92,36
2026-06-01T13:43:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.291,0.3188,102,282
2026-06-01T13:43:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4146,0.4567,214,155
2026-06-01T13:43:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.38,0.4113,298,69
2026-06-01T13:43:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.291,0.3223,189,174
2026-06-01T13:43:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4174,0.4432,85,261
2026-06-01T13:43:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3868,0.4121,118,227
2026-06-01T13:43:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2916,0.3181,227,277
2026-06-01T13:43:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4051,0.4568,281,263
2026-06-01T13:43:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3853,0.4197,212,47
2026-06-01T13:43:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2938,0.3227,62,67
2026-06-01T13:44:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4175,0.4472,128,263
2026-06-01T13:44:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3838,0.4133,144,250
2026-06-01T13:44:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2933,0.3227,220,194
2026-06-01T13:44:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.42,0.4487,36,20
2026-06-01T13:44:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3873,0.4155,32,272
2026-06-01T13:44:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2898,0.3307,226,170
2026-06-01T13:44:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.415,0.4565,134,46
2026-06-01T13:44:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3898,0.4197,160,200
2026-06-01T13:44:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2908,0.3283,126,96
2026-06-01T13:44:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4225,0.449,87,283
2026-06-01T13:44:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3798,0.4122,108,65
2026-06-01T13:44:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2988,0.3283,269,268
2026-06-01T13:44:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4204,0.4524,217,103
2026-06-01T13:44:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3806,0.4116,219,35
2026-06-01T13:44:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2941,0.3328,24,109
2026-06-01T13:44:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4227,0.4504,224,96
2026-06-01T13:44:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3777,0.4106,144,110
2026-06-01T13:44:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2977,0.3286,243,78
2026-06-01T13:45:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4233,0.4602,221,34
2026-06-01T13:45:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.374,0.4105,36,44
2026-06-01T13:45:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2988,0.3342,268,251
2026-06-01T13:45:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4321,0.4618,273,261
2026-06-01T13:45:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3753,0.4078,268,150
2026-06-01T13:45:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3,0.3288,140,99
2026-06-01T13:45:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4307,0.459,227,153
2026-06-01T13:45:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3751,0.4011,194,213
2026-06-01T13:45:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.301,0.3279,202,255
2026-06-01T13:45:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4238,0.4698,43,98
2026-06-01T13:45:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3706,0.407,199,22
2026-06-01T13:45:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2968,0.3277,75,239
2026-06-01T13:45:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4332,0.4643,219,106
2026-06-01T13:45:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3736,0.4059,81,174
2026-06-01T13:45:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2933,0.3239,75,61
2026-06-01T13:45:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4285,0.4638,186,198
2026-06-01T13:45:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3615,0.4109,79,293
2026-06-01T13:45:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2963,0.3257,256,222
2026-06-01T13:46:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4321,0.4583,229,116
2026-06-01T13:46:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3744,0.4062,32,222
2026-06-01T13:46:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2915,0.3247,67,89
2026-06-01T13:46:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4292,0.4576,205,263
2026-06-01T13:46:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3792,0.4061,263,47
2026-06-01T13:46:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2916,0.3176,85,52
2026-06-01T13:46:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4248,0.4588,79,85
2026-06-01T13:46:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3765,0.405,182,136
2026-06-01T13:46:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2918,0.3204,249,22
2026-06-01T13:46:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4273,0.4557,288,199
2026-06-01T13:46:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3799,0.4053,172,133
2026-06-01T13:46:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2904,0.3183,139,72
2026-06-01T13:46:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4161,0.4617,181,42
2026-06-01T13:46:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3771,0.408,230,274
2026-06-01T13:46:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2872,0.3129,135,132
2026-06-01T13:46:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4237,0.4591,257,195
2026-06-01T13:46:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3687,0.4171,236,75
2026-06-01T13:46:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2792,0.3112,36,272
2026-06-01T13:47:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4246,0.4558,56,119
2026-06-01T13:47:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.371,0.404,51,201
2026-06-01T13:47:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2771,0.3058,49,249
2026-06-01T13:47:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4259,0.4521,162,96
2026-06-01T13:47:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3726,0.4075,24,218
2026-06-01T13:47:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2804,0.3071,233,127
2026-06-01T13:47:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4241,0.4536,189,225
2026-06-01T13:47:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3744,0.4032,48,266
2026-06-01T13:47:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2859,0.313,105,25
2026-06-01T13:47:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4242,0.4507,45,56
2026-06-01T13:47:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3682,0.4111,113,153
2026-06-01T13:47:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.283,0.3176,171,214
2026-06-01T13:47:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4234,0.4495,269,171
2026-06-01T13:47:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3683,0.4037,144,88
2026-06-01T13:47:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2791,0.3196,22,219
2026-06-01T13:47:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.414,0.4475,217,250
2026-06-01T13:47:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3685,0.3991,29,254
2026-06-01T13:47:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2881,0.3144,232,281
2026-06-01T13:48:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4186,0.4455,193,49
2026-06-01T13:48:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3686,0.4108,229,293
2026-06-01T13:48:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2806,0.3231,99,280
2026-06-01T13:48:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4132,0.4544,163,43
2026-06-01T13:48:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3761,0.4023,103,198
2026-06-01T13:48:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2907,0.3192,278,194
2026-06-01T13:48:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4253,0.457,247,181
2026-06-01T13:48:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3773,0.4027,100,95
2026-06-01T13:48:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2936,0.3223,159,84
2026-06-01T13:48:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4279,0.4644,161,290
2026-06-01T13:48:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3767,0.4019,227,248
2026-06-01T13:48:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2953,0.3225,51,51
2026-06-01T13:48:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4323,0.461,148,259
2026-06-01T13:48:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3662,0.4044,64,176
2026-06-01T13:48:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2956,0.3227,86,223
2026-06-01T13:48:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4289,0.4547,195,87
2026-06-01T13:48:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3714,0.3997,251,87
2026-06-01T13:48:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2954,0.3224,70,162
2026-06-01T13:49:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4232,0.4548,77,42
2026-06-01T13:49:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3703,0.3984,146,280
2026-06-01T13:49:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.289,0.3146,281,144
2026-06-01T13:49:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4222,0.4475,290,196
2026-06-01T13:49:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.375,0.4002,70,247
2026-06-01T13:49:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2857,0.3169,258,245
2026-06-01T13:49:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4096,0.4494,254,225
2026-06-01T13:49:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3688,0.3986,211,187
2026-06-01T13:49:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2824,0.321,167,294
2026-06-01T13:49:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4152,0.4501,120,123
2026-06-01T13:49:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3631,0.3996,262,52
2026-06-01T13:49:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2886,0.3247,32,65
2026-06-01T13:49:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4182,0.4455,103,199
2026-06-01T13:49:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3739,0.4016,225,116
2026-06-01T13:49:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2803,0.3182,291,270
2026-06-01T13:49:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4133,0.4489,238,257
2026-06-01T13:49:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3691,0.4068,297,147
2026-06-01T13:49:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2873,0.3137,109,108
2026-06-01T13:50:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4143,0.445,229,267
2026-06-01T13:50:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3743,0.4055,55,282
2026-06-01T13:50:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2877,0.3141,142,59
2026-06-01T13:50:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.413,0.4388,284,204
2026-06-01T13:50:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.374,0.4027,210,25
2026-06-01T13:50:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.287,0.3149,120,100
2026-06-01T13:50:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4176,0.4435,187,138
2026-06-01T13:50:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3716,0.3969,260,291
2026-06-01T13:50:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.282,0.3162,238,270
2026-06-01T13:50:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4106,0.4465,39,149
2026-06-01T13:50:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.37,0.4059,249,91
2026-06-01T13:50:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2843,0.3128,108,141
2026-06-01T13:50:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.417,0.4467,275,85
2026-06-01T13:50:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3676,0.4048,240,174
2026-06-01T13:50:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2833,0.3098,222,68
2026-06-01T13:50:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4223,0.4563,90,130
2026-06-01T13:50:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3586,0.4061,242,131
2026-06-01T13:50:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2744,0.3129,179,35
